Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Hepatitis B,,States,Nevada,2018-19,97.4,37971,4.8,,,Stratified 2-stage cluster sample
Hepatitis B,,States,New Hampshire,2018-19,91.8,12421,100,≥,,Census
Hepatitis B,,States,New Jersey,2018-19,95.0,109161,100,≥.*,,Census
Hepatitis B,,States,New Mexico,2018-19,96.8,25269,99.6,,,Census
Hepatitis B,,States,New York,2018-19,97.9,220495,100,*,,Census
Hepatitis B,,States,North Carolina,2018-19,94.6,124343,90.9,‡.§,,Census (public). voluntary response (private)
Hepatitis B,,States,North Dakota,2018-19,95.2,10382,99.4,,,Census
Hepatitis B,,States,Ohio,2018-19,94.6,139679,94.9,,,Census (public). voluntary response (private)
Hepatitis B,,States,Oklahoma,2018-19,95.7,54806,92.1,§,,Census (public). voluntary response (private)
Hepatitis B,,States,Oregon,2018-19,93.1,45870,100,*.‡,,Census
Hepatitis B,,States,Pennsylvania,2018-19,97.1,143560,93.3,,,Census (public). voluntary response (private)
Hepatitis B,,National,United States,2018-19,95.8,,,,,NaN
Hepatitis B,,States,Rhode Island,2018-19,98.3,10964,100,*.‡.§,,Census
Hepatitis B,,States,South Carolina,2018-19,95.0,58442,27,,,Stratified 1-stage cluster sample
Hepatitis B,,States,South Dakota,2018-19,94.5,12062,99.9,,,Census
Hepatitis B,,States,Tennessee,2018-19,96.8,78630,100,*.§,,Census
Hepatitis B,,States,Texas,2018-19,97.5,390034,99.4,‡.§,,Census
Hepatitis B,,National,U.S. Median,2018-19,95.6,,,,,NaN
Hepatitis B,,States,Utah,2018-19,93.8,50179,100,*,,Census
Hepatitis B,,States,Vermont,2018-19,94.6,6126,100,*,,Census
Hepatitis B,,States,Virginia,2018-19,93.1,100394,4.4,†,,Stratified 2-stage cluster sample
Hepatitis B,,States,Washington,2018-19,92.5,87510,96.9,§,,Census
Hepatitis B,,States,West Virginia,2018-19,99.0,19442,79.3,¶,,Voluntary response
Hepatitis B,,States,Wisconsin,2018-19,95.6,66344,2.3,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Wyoming,2018-19,95.7,7734,100,*,,Census
Hepatitis B,,States,Alabama,2019-20,NReq,59477,94.9,≥,,Census
Hepatitis B,,States,Alaska,2019-20,NA,10381,82.7,§,,Voluntary response
Hepatitis B,,States,Arizona,2019-20,94.1,83976,98.7,,,Census (public). voluntary response (private)
Hepatitis B,,States,Arkansas,2019-20,96.0,39510,96.2,‡,,Census (public). voluntary response (private)
Hepatitis B,,States,California,2019-20,97.4,566155,97.9,‡,,Census
Hepatitis B,,States,Colorado,2019-20,92.9,69088,98.2,,,Census
Hepatitis B,,States,Connecticut,2019-20,96.6,38888,100,*,,Census
Hepatitis B,,States,Delaware,2019-20,NReq,,,,,Not Conducted
Hepatitis B,,States,District of Columbia,2019-20,NA,,,,,Not Conducted
Hepatitis B,,States,Florida,2019-20,93.5,228298,100,≥.*.§,,Census
Hepatitis B,,States,Georgia,2019-20,93.1,130102,100,≥.*,,Census
Hepatitis B,,States,Hawaii,2019-20,91.3,15695,8.9,,,Stratified 2-stage cluster sample
Hepatitis B,,States,Idaho,2019-20,91.3,23301,98.5,,,Census
Hepatitis B,,States,Indiana,2019-20,96.0,88253,65.7,,,Voluntary response
Hepatitis B,,States,Iowa,2019-20,93.2,40812,100,≥.*,,Census
Hepatitis B,,States,Kansas,2019-20,97.2,37865,34.3,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kentucky,2019-20,93.7,59233,92.9,‡.§,,Census
Hepatitis B,,States,Louisiana,2019-20,98.0,59685,100,*,,Census
Hepatitis B,,States,Maine,2019-20,NA,13450,99.6,,,Census 
Hepatitis B,,States,Maryland,2019-20,98.3,72443,98.3,‡,,Census (public). voluntary response (private)
Hepatitis B,,States,Massachusetts,2019-20,98.0,66756,100,*.‡,,Census
Hepatitis B,,States,Michigan,2019-20,96.1,120565,100,*,,Census
Hepatitis B,,States,Minnesota,2019-20,95.1,71223,98.7,§,,Census
Hepatitis B,,States,Mississippi,2019-20,99.1,37870,100,≥.*,,Census
Hepatitis B,,States,Missouri,2019-20,95.9,72324,100,*,,Census
Hepatitis B,,States,Montana,2019-20,NReq,12501,100,*,,Census
Hepatitis B,,States,Nebraska,2019-20,97.3,26893,96.7,‡.‡‡,,Census
Hepatitis B,,States,Nevada,2019-20,95.9,37724,99.9,,,Census
Hepatitis B,,States,New Hampshire,2019-20,91.5,12447,100,≥.*,,Census
Hepatitis B,,States,New Jersey,2019-20,95.9,107900,100,≥.*,,Census
Hepatitis B,,States,New Mexico,2019-20,97.7,23087,100,*,,Census
Hepatitis B,,States,New York,2019-20,98.6,234165,99.9,,,Census
Hepatitis B,,States,North Carolina,2019-20,96.5,124548,97.8,‡.§,,Census
Hepatitis B,,States,North Dakota,2019-20,95.7,10587,99.5,,,Census
Hepatitis B,,States,Ohio,2019-20,94.9,139103,98.8,,,Census
Hepatitis B,,States,Oklahoma,2019-20,95.1,55348,85.6,§,,Voluntary response
Hepatitis B,,States,Oregon,2019-20,93.3,45959,100,*.‡,,Census
Hepatitis B,,States,Pennsylvania,2019-20,97.2,140197,98.8,,,Census
Hepatitis B,,National,United States,2019-20,96.1,,,,,NaN
Hepatitis B,,States,Rhode Island,2019-20,98.5,11219,98.5,*.‡.§,,Census
Hepatitis B,,States,South Carolina,2019-20,95.3,65938,27.5,†,,Stratified 1-stage cluster sample
Hepatitis B,,States,South Dakota,2019-20,95.4,12367,99.8,,,Census
Hepatitis B,,States,Tennessee,2019-20,97.0,80595,100,*.§,,Census
Hepatitis B,,States,Texas,2019-20,97.4,398680,99.6,‡.§,,Census
Hepatitis B,,National,U.S. Median,2019-20,95.9,,,,,NaN
Hepatitis B,,States,Utah,2019-20,94.0,49208,100,*,,Census
Hepatitis B,,States,Vermont,2019-20,95.8,6293,100,*,,Census
Hepatitis B,,States,Virginia,2019-20,94.1,99399,1.2,†,,Stratified 2-stage cluster sample
Hepatitis B,,States,Washington,2019-20,94.2,87757,91.9,§,,Census
Hepatitis B,,States,West Virginia,2019-20,99.7,17114,49.6,¶,,Voluntary response
Hepatitis B,,States,Wisconsin,2019-20,95.7,67391,2.6,†.‡.§,,Stratified 2-stage cluster sample
Hepatitis B,,States,Wyoming,2019-20,93.1,7913,100,*,,Census
Polio,,States,Alabama,2009-10,94.0,75358,100,≥. *. **,,Census
Polio,,States,Alaska,2009-10,NA,9641,76.4,,,Voluntary response
Polio,,States,Arizona,2009-10,95.5,89287,93.9,,,Census
Polio,,States,Arkansas,2009-10,98.0,34733,100,*,,Census
Polio,,States,California,2009-10,93.6,507191,100,*,,Census
Polio,,States,Colorado,2009-10,NA,,,,,Not conducted
Polio,,States,Connecticut,2009-10,98.3,46158,100,*,,Census
Polio,,States,Delaware,2009-10,89.4,11327,9.2,,,Random sample
Polio,,States,District of Columbia,2009-10,NA,6092,100,*,,Census
Polio,,States,Florida,2009-10,91.3,218630,100,≥. * .§,,Census
Polio,,States,Georgia,2009-10,100.0,141949,1.2,,,Random sample
Polio,,States,Hawaii,2009-10,NA,18427,6.4,,,Random sample
Polio,,States,Idaho,2009-10,92.8,22624,100,*,,Census
Polio,,States,Illinois,2009-10,95.8,165845,100,,,Census
Polio,,States,Indiana,2009-10,92.9,84390,94.7,,,Census
Polio,,States,Iowa,2009-10,84.5,42698,100,≥,,Census
Polio,,States,Kansas,2009-10,97.9,39073,39.1,†,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2009-10,94.1,56526,92.9,,,Census
Polio,,States,Louisiana,2009-10,98.9,53846,100,*,,Census
Polio,,States,Maine,2009-10,95.4,14162,75.3,,,Voluntary response
Polio,,States,Maryland,2009-10,99.8,75061,75,,,Voluntary response
Polio,,States,Massachusetts,2009-10,92.9,74476,100,*,,Census
Polio,,States,Michigan,2009-10,96.6,129810,100,*,,Census
Polio,,States,Minnesota,2009-10,94.8,70653,100,*,,Census
Polio,,States,Mississippi,2009-10,99.7,46922,100,≥. *,,Census
Polio,,States,Missouri,2009-10,98.1,75958,3,,,Random sample
Polio,,States,Montana,2009-10,96.9,12335,98.8,,,Census
Polio,,States,Nebraska,2009-10,98.7,29607,96.4,,,Census
Polio,,States,Nevada,2009-10,98.7,35209,5.6,,,Random sample
Polio,,States,New Hampshire,2009-10,NA,,,,,Not conducted
Polio,,States,New Jersey,2009-10,NA,118347,95.1,,,Census
Polio,,States,New Mexico,2009-10,99.3,26318,2.2,,,Random sample
Polio,,States,New York,2009-10,98.4,229273,100,*,,Census
Polio,,States,North Carolina,2009-10,NA,116087,96,,,Census
Polio,,States,North Dakota,2009-10,92.2,8323,6,¶,,Random sample
Polio,,States,Ohio,2009-10,88.3,131137,100,*,,Census
Polio,,States,Oklahoma,2009-10,97.6,51128,88.9,,,Voluntary response
Polio,,States,Oregon,2009-10,94.3,44676,100,*,,Census
Polio,,States,Pennsylvania,2009-10,94.4,149656,100,*,,Census
Polio,,National,United States,2009-10,95.4,,,,,NaN
Polio,,States,Rhode Island,2009-10,90.1,11818,11.6,,,Random sample
Polio,,States,South Carolina,2009-10,87.7,53725,10.2,,,Random sample
Polio,,States,South Dakota,2009-10,97.8,11499,100,*,,Census
Polio,,States,Tennessee,2009-10,97.4,90811,88.1,≥,,Voluntary response
Polio,,States,Texas,2009-10,98.1,381425,98.3,,,Census
Polio,,National,U.S. Median,2009-10,95.8,,,,,NaN
Polio,,States,Utah,2009-10,97.9,49957,100,*,,Census
Polio,,States,Vermont,2009-10,92.1,6713,100,*,,Census
Polio,,States,Virginia,2009-10,99.1,100891,4.4,,,Random sample
Polio,,States,Washington,2009-10,91.8,81511,93.3,,,Census
Polio,,States,West Virginia,2009-10,91.5,22730,86.7,,,Voluntary response
Polio,,States,Wisconsin,2009-10,98.2,61095,2.3,¶,,Random sample
Polio,,States,Wyoming,2009-10,NA,,,,,Not conducted
Polio,,States,Alabama,2010-11,NA,,,,,NA
Polio,,States,Alaska,2010-11,NA,,,,,NA
Polio,,States,Arizona,2010-11,NA,,,,,NA
Polio,,States,Arkansas,2010-11,NA,,,,,NA
Polio,,States,California,2010-11,NA,,,,,NA
Polio,,States,Colorado,2010-11,NA,,,,,NA
Polio,,States,Connecticut,2010-11,NA,,,,,NA
Polio,,States,Delaware,2010-11,NA,,,,,NA
Polio,,States,District of Columbia,2010-11,NA,,,,,NA
Polio,,States,Florida,2010-11,NA,,,,,NA
Polio,,States,Georgia,2010-11,NA,,,,,NA
Polio,,States,Hawaii,2010-11,NA,,,,,NA
Polio,,States,Idaho,2010-11,NA,,,,,NA
Polio,,States,Illinois,2010-11,NA,,,,,NA
Polio,,States,Indiana,2010-11,NA,,,,,NA
Polio,,States,Iowa,2010-11,NA,,,,,NA
Polio,,States,Kansas,2010-11,NA,,,,,NA
Polio,,States,Kentucky,2010-11,NA,,,,,NA
Polio,,States,Louisiana,2010-11,NA,,,,,NA
Polio,,States,Maine,2010-11,NA,,,,,NA
Polio,,States,Maryland,2010-11,NA,,,,,NA
Polio,,States,Massachusetts,2010-11,NA,,,,,NA
Polio,,States,Michigan,2010-11,NA,,,,,NA
Polio,,States,Minnesota,2010-11,NA,,,,,NA
Polio,,States,Mississippi,2010-11,NA,,,,,NA
Polio,,States,Missouri,2010-11,NA,,,,,NA
Polio,,States,Montana,2010-11,NA,,,,,NA
Polio,,States,Nebraska,2010-11,NA,,,,,NA
Polio,,States,Nevada,2010-11,NA,,,,,NA
Polio,,States,New Hampshire,2010-11,NA,,,,,NA
Polio,,States,New Jersey,2010-11,NA,,,,,NA
Polio,,States,New Mexico,2010-11,NA,,,,,NA
Polio,,States,New York,2010-11,NA,,,,,NA
Polio,,States,North Carolina,2010-11,NA,,,,,NA
Polio,,States,North Dakota,2010-11,NA,,,,,NA
Polio,,States,Ohio,2010-11,NA,,,,,NA
Polio,,States,Oklahoma,2010-11,NA,,,,,NA
Polio,,States,Oregon,2010-11,NA,,,,,NA
Polio,,States,Pennsylvania,2010-11,NA,,,,,NA
Polio,,National,United States,2010-11,NA,,,,,NaN
Polio,,States,Rhode Island,2010-11,NA,,,,,NA
Polio,,States,South Carolina,2010-11,NA,,,,,NA
Polio,,States,South Dakota,2010-11,NA,,,,,NA
Polio,,States,Tennessee,2010-11,NA,,,,,NA
Polio,,States,Texas,2010-11,NA,,,,,NA
Polio,,National,U.S. Median,2010-11,NA,,,,,NaN
Polio,,States,Utah,2010-11,NA,,,,,NA
Polio,,States,Vermont,2010-11,NA,,,,,NA
Polio,,States,Virginia,2010-11,NA,,,,,NA
Polio,,States,Washington,2010-11,NA,,,,,NA
Polio,,States,West Virginia,2010-11,NA,,,,,NA
Polio,,States,Wisconsin,2010-11,NA,,,,,NA
Polio,,States,Wyoming,2010-11,NA,,,,,NA
Polio,,States,Alabama,2011-12,93.6,73190,100,≥. * .**,,Census
Polio,,States,Alaska,2011-12,NA,10286,7.3,,,Non-random Cluster Sample
Polio,,States,Arizona,2011-12,94.9,88293,96.9,,,Census
Polio,,States,Arkansas,2011-12,84.3,38754,92.2,,,Census
Polio,,States,California,2011-12,93.2,542544,97.6,,,Census
Polio,,States,Colorado,2011-12,87.4,70142,0.5,,,Simple Random Sample
Polio,,States,Connecticut,2011-12,97.7,45695,100,*,,Census
Polio,,States,Delaware,2011-12,96.9,11327,7.4,≥,,2-stage Cluster Sample
Polio,,States,District of Columbia,2011-12,NA,6854,100,*,,Census
Polio,,States,Florida,2011-12,92.6,225532,100,≥. * .§ ,,Census
Polio,,States,Georgia,2011-12,96.7,143065,1.9,,,2-stage Cluster Sample
Polio,,States,Hawaii,2011-12,NA,19443,7.7,,,2-stage Cluster Sample
Polio,,States,Idaho,2011-12,89.6,22762,100,*,,Census
Polio,,States,Illinois,2011-12,96.2,163311,100,*,,Census
Polio,,States,Indiana,2011-12,90.4,83416,67.5,,,Voluntary Response
Polio,,States,Iowa,2011-12,91.1,40978,100,≥. *,,Census
Polio,,States,Kansas,2011-12,96.9,38402,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2011-12,95.0,58185,91.8,,,Census
Polio,,States,Louisiana,2011-12,99.6,69013,100,*,,Census
Polio,,States,Maine,2011-12,96.1,13829,97,,,Census
Polio,,States,Maryland,2011-12,99.7,72957,67.2,,,Voluntary Response
Polio,,States,Massachusetts,2011-12,93.3,79551,97.5,,,Census
Polio,,States,Michigan,2011-12,95.9,124962,100,*,,Census
Polio,,States,Minnesota,2011-12,95.8,71213,99.2,,,Census
Polio,,States,Mississippi,2011-12,99.2,44912,100,≥. *,,Census
Polio,,States,Missouri,2011-12,97.2,75240,4.7,,,2-stage Cluster Sample
Polio,,States,Montana,2011-12,95.7,12128,100,*,,Census
Polio,,States,Nebraska,2011-12,99.5,26715,96.6,,,Census
Polio,,States,Nevada,2011-12,98.3,36557,5.2,,,2-stage Cluster Sample
Polio,,States,New Hampshire,2011-12,NA,13022,100,*,,Census
Polio,,States,New Jersey,2011-12,NA,118669,96.6,,,Census
Polio,,States,New Mexico,2011-12,97.6,29159,2,,,2-stage Cluster Sample
Polio,,States,New York,2011-12,98.4,236016,100,*,,Census
Polio,,States,North Carolina,2011-12,NA,128854,95.4,,,Census
Polio,,States,North Dakota,2011-12,90.6,8412,5.8,¶,,Convenient 
Polio,,States,Ohio,2011-12,96.2,146144,94.5,,,Convenient 
Polio,,States,Oklahoma,2011-12,94.6,52987,90.9,¶,,Census
Polio,,States,Oregon,2011-12,94.0,45855,100,*,,Census
Polio,,States,Pennsylvania,2011-12,95.5,148042,99,,,Census
Polio,,National,United States,2011-12,95.3,,,,,NaN
Polio,,States,Rhode Island,2011-12,92.6,12552,13.9,,,2-stage Cluster Sample
Polio,,States,South Carolina,2011-12,96.7,59307,10.7,,,1-stage Cluster Sample
Polio,,States,South Dakota,2011-12,97.2,12127,100,*,,Census
Polio,,States,Tennessee,2011-12,97.3,83950,99.9,≥,,Census
Polio,,States,Texas,2011-12,99.3,388178,100,*,,Census
Polio,,National,U.S. Median,2011-12,95.9,,,,,NaN
Polio,,States,Utah,2011-12,98.1,53800,100,*,,Census
Polio,,States,Vermont,2011-12,92.7,6548,100,*,,Census
Polio,,States,Virginia,2011-12,93.0,101121,4.3,,,2-stage Cluster Sample
Polio,,States,Washington,2011-12,91.0,85134,89.1,,,Voluntary Response
Polio,,States,West Virginia,2011-12,92.6,22449,94.9,,,Convenient 
Polio,,States,Wisconsin,2011-12,96.9,70672,2.3,,,2-stage Cluster Sample
Polio,,States,Wyoming,2011-12,NA,,,,,Not conducted
Polio,,States,Alabama,2012-13,92.8,72929,100,≥. * . ‡. **,,Census
Polio,,States,Alaska,2012-13,NA,10319,97.8,,,Census
Polio,,States,Arizona,2012-13,94.7,90054,97.6,,,Census
Polio,,States,Arkansas,2012-13,81.1,43212,96.3,‡,,Census
Polio,,States,California,2012-13,92.6,535523,99,‡,,Census
Polio,,States,Colorado,2012-13,88.6,70657,0.5,,,Simple Random Sample
Polio,,States,Connecticut,2012-13,97.2,41604,100,*,,Census
Polio,,States,Delaware,2012-13,95.7,11997,7.8,≥,,2-stage Cluster Sample
Polio,,States,District of Columbia,2012-13,NA,7842,100,*,,Census
Polio,,States,Florida,2012-13,92.1,234628,100,≥. *. §,,Census
Polio,,States,Georgia,2012-13,95.1,142732,2.4,≥,,2-stage Cluster Sample
Polio,,States,Hawaii,2012-13,NA,20104,6.7,,,2-stage Cluster Sample
Polio,,States,Idaho,2012-13,88.5,23888,100,*,,Census
Polio,,States,Illinois,2012-13,94.4,166884,100,*,,Census
Polio,,States,Indiana,2012-13,93.4,86983,83.4,,,Voluntary Response
Polio,,States,Iowa,2012-13,90.5,41701,99.9,≥,,Census
Polio,,States,Kansas,2012-13,86.7,40738,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2012-13,94.3,58466,97.2,‡,,Census
Polio,,States,Louisiana,2012-13,99.0,68874,100,*,,Census
Polio,,States,Maine,2012-13,95.2,14313,94.6,‡,,Census
Polio,,States,Maryland,2012-13,99.6,75007,84.3,‡,,Voluntary Response
Polio,,States,Massachusetts,2012-13,94.2,79661,97.6,‡,,Census
Polio,,States,Michigan,2012-13,95.5,124662,100,*,,Census
Polio,,States,Minnesota,2012-13,96.7,73310,100,*. ‡ ,,Census
Polio,,States,Mississippi,2012-13,99.9,46595,100,≥. *,,Census
Polio,,States,Missouri,2012-13,96.9,78416,5.9,,,2-stage Cluster Sample
Polio,,States,Montana,2012-13,95.0,12516,95.8,,,Census
Polio,,States,Nebraska,2012-13,97.5,24999,96.6,‡,,Census
Polio,,States,Nevada,2012-13,97.4,36070,4.3,,,2-stage Cluster Sample
Polio,,States,New Hampshire,2012-13,NA,12943,99.2,,,Census
Polio,,States,New Jersey,2012-13,97.0,122516,96.7,≥. ‡,,Census
Polio,,States,New Mexico,2012-13,96.8,29279,3.3,‡ ,,2-stage Cluster Sample
Polio,,States,New York,2012-13,98.4,239484,100,*. ‡,,Census
Polio,,States,North Carolina,2012-13,NA,130612,97.3,,,Census
Polio,,States,North Dakota,2012-13,92.7,9503,4.9,,,2-stage Cluster Sample
Polio,,States,Ohio,2012-13,96.5,163687,86.9,,,Census
Polio,,States,Oklahoma,2012-13,90.6,56943,95.5,,,Census
Polio,,States,Oregon,2012-13,93.6,47102,100,*. ‡,,Census
Polio,,States,Pennsylvania,2012-13,94.9,151364,97.5,||,,Census
Polio,,National,United States,2012-13,94.7,,,,,NaN
Polio,,States,Rhode Island,2012-13,95.5,12552,75.2,‡,,Voluntary Response
Polio,,States,South Carolina,2012-13,90.9,61799,17.9,≥,,1-Stage Cluster Sample
Polio,,States,South Dakota,2012-13,97.6,12468,100,*,,Census
Polio,,States,Tennessee,2012-13,94.5,85801,97,≥,,Census
Polio,,States,Texas,2012-13,97.5,414688,96.6,‡,,Census
Polio,,National,U.S. Median,2012-13,95.1,,,,,NaN
Polio,,States,Utah,2012-13,98.1,54605,100,*,,Census
Polio,,States,Vermont,2012-13,92.6,6792,100,*,,Census
Polio,,States,Virginia,2012-13,94.1,104826,4.2,,,2-stage Cluster Sample
Polio,,States,Washington,2012-13,91.4,87773,94.7,,,Census
Polio,,States,West Virginia,2012-13,96.3,22588,86.5,,,Voluntary Response
Polio,,States,Wisconsin,2012-13,98.2,72416,1.8,‡,,2-stage Cluster Sample
Polio,,States,Wyoming,2012-13,97.6,8133,100,* .¶,,Census
Polio,,States,Alabama,2013-14,92.0,76927,100,≥. *. **,,Census
Polio,,States,Alaska,2013-14,97.2,10222,9.3,†,,Stratified  2-stage cluster sample
Polio,,States,Arizona,2013-14,94.7,89606,95.8,,,Census
Polio,,States,Arkansas,2013-14,80.2,42649,96.3,,,Census
Polio,,States,California,2013-14,92.6,548606,97.3,‡,,Census
Polio,,States,Colorado,2013-14,78.3,69904,0.5,,,Random Sample
Polio,,States,Connecticut,2013-14,98.7,40978,100,*,,Census
Polio,,States,Delaware,2013-14,96.4,11997,12.2,≥,,Stratified  2-stage cluster sample
Polio,,States,District of Columbia,2013-14,NA,7856,100,*,,Census
Polio,,States,Florida,2013-14,93.2,233797,100,≥. *. §,,Census
Polio,,States,Georgia,2013-14,94.0,143988,100,≥. *,,Census
Polio,,States,Hawaii,2013-14,NA,20056,5.4,,,Stratified  2-stage cluster sample
Polio,,States,Idaho,2013-14,88.4,23934,100,*,,Census
Polio,,States,Illinois,2013-14,94.9,163316,100,*,,Census
Polio,,States,Indiana,2013-14,90.0,87193,70.3,,,Voluntary response
Polio,,States,Iowa,2013-14,91.0,43728,94.6,≥,,Census
Polio,,States,Kansas,2013-14,86.7,41107,29,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2013-14,94.3,57857,100,*,,Census
Polio,,States,Louisiana,2013-14,99.0,63976,100,*,,Census
Polio,,States,Maine,2013-14,93.4,15441,82.4,‡,,Voluntary response
Polio,,States,Maryland,2013-14,99.2,75659,96.9,‡,,Census
Polio,,States,Massachusetts,2013-14,94.4,79894,97.9,‡,,Census
Polio,,States,Michigan,2013-14,95.4,120297,100,*,,Census
Polio,,States,Minnesota,2013-14,96.6,72087,98.5,‡,,Census
Polio,,States,Mississippi,2013-14,99.7,45719,100,≥. *,,Census
Polio,,States,Missouri,2013-14,95.9,78140,100,*,,Census
Polio,,States,Montana,2013-14,95.3,12855,95.4,,,Census
Polio,,States,Nebraska,2013-14,97.1,27000,97.3,‡,,Census
Polio,,States,Nevada,2013-14,94.8,35782,3.1,,,Stratified  2-stage cluster sample
Polio,,States,New Hampshire,2013-14,94.7,13240,100,≥. *,,Census
Polio,,States,New Jersey,2013-14,96.8,123085,95.4,≥. ‡,,Census
Polio,,States,New Mexico,2013-14,97.4,30725,2.7,‡,,Stratified  2-stage cluster sample
Polio,,States,New York,2013-14,98.1,240318,100,*. ‡,,Census
Polio,,States,North Carolina,2013-14,NA,126084,97.7,,,Census
Polio,,States,North Dakota,2013-14,90.7,9780,96.1,,,Census (Public); Stratified  2-stage cluster sample(Private)
Polio,,States,Ohio,2013-14,96.4,150000,92.5,,,Census
Polio,,States,Oklahoma,2013-14,96.5,57377,71.3,,,Voluntary response
Polio,,States,Oregon,2013-14,93.3,47649,100,*. ‡,,Census
Polio,,States,Pennsylvania,2013-14,93.2,151253,100,*. ‡,,Census
Polio,,National,United States,2013-14,94.4,,,,,NaN
Polio,,States,Rhode Island,2013-14,96.0,11521,99.1,‡,,Census
Polio,,States,South Carolina,2013-14,97.6,61661,11,,,1-stage stratified sample
Polio,,States,South Dakota,2013-14,96.4,12566,100,*,,Census
Polio,,States,Tennessee,2013-14,94.9,80212,99.8,≥,,Census
Polio,,States,Texas,2013-14,97.4,409255,97.1,‡,,Census
Polio,,National,U.S. Median,2013-14,94.9,,,,,NaN
Polio,,States,Utah,2013-14,98.4,54779,100,*,,Census
Polio,,States,Vermont,2013-14,91.8,6771,100,*,,Census
Polio,,States,Virginia,2013-14,93.3,105692,4.1,,,2-stage cluster  sample
Polio,,States,Washington,2013-14,89.1,89165,88.5,,,Voluntary response
Polio,,States,West Virginia,2013-14,96.1,22814,84.7,,,Voluntary response
Polio,,States,Wisconsin,2013-14,96.7,71363,2.8,‡,,Stratified  2-stage cluster sample
Polio,,States,Wyoming,2013-14,NA,,,,,Not conducted
Polio,,States,Alabama,2014-15,93.5,59660,100,≥. *,,Census
Polio,,States,Alaska,2014-15,94.8,10129,7.8,†,,Stratified 2-stage cluster sample
Polio,,States,Arizona,2014-15,94.7,86153,98.3,,,Census
Polio,,States,Arkansas,2014-15,84.5,41252,95.9,‡,,Census (public); Voluntary response (private)
Polio,,States,California,2014-15,93.0,552583,96.9,‡,,Census
Polio,,States,Colorado,2014-15,81.4,70597,0.5,,,Simple random sample
Polio,,States,Connecticut,2014-15,97.0,39948,100,*,,Census
Polio,,States,Delaware,2014-15,98.2,11476,7.9,,,Stratified 2-stage cluster sample
Polio,,States,Florida,2014-15,93.3,228982,100,≥. *. §,,Census
Polio,,States,Georgia,2014-15,94.0,139471,100,≥. *,,Census
Polio,,States,Hawaii,2014-15,NA,20085,5.6,,,Stratified 2-stage cluster sample
Polio,,States,Idaho,2014-15,90.1,22968,100,*,,Census
Polio,,States,Illinois,2014-15,94.8,156942,100,*,,Census
Polio,,States,Indiana,2014-15,89.7,85477,70.1,,,Voluntary response
Polio,,States,Iowa,2014-15,91.9,43239,96.3,≥,,Census
Polio,,States,Kansas,2014-15,90.0,39685,24.5,†.‡,,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2014-15,94.7,57884,97.2,‡,,Census
Polio,,States,Louisiana,2014-15,98.9,60377,100,*,,Census
Polio,,States,Maine,2014-15,95.6,13704,88.9,‡,,Voluntary response (public); Census (private)
Polio,,States,Maryland,2014-15,99.7,75391,90.2,‡,,Census (public); Voluntary response (private)
Polio,,States,Massachusetts,2014-15,95.0,74869,100,*. ‡,,Census
Polio,,States,Michigan,2014-15,95.6,117963,100,*,,Census
Polio,,States,Minnesota,2014-15,94.3,70896,97.8,,,Census
Polio,,States,Mississippi,2014-15,99.2,44129,100,≥. *,,Census
Polio,,States,Missouri,2014-15,96.3,75900,100,*,,Census
Polio,,States,Montana,2014-15,95.2,12501,95.7,,,Census (public); Voluntary response (private)
Polio,,States,Nebraska,2014-15,97.6,26665,100,*. ‡,,Census
Polio,,States,Nevada,2014-15,93.7,36755,2.8,,,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2014-15,91.4,12422,98.9,≥,,Census (public); Voluntary response (private)
Polio,,States,New Jersey,2014-15,92.3,120471,93.9,≥. ‡,,Census (public); Voluntary response (private)
Polio,,States,New Mexico,2014-15,97.9,29918,3.3,†,,Stratified 2-stage cluster sample
Polio,,States,New York,2014-15,97.5,237045,100,*.‡,,Census
Polio,,States,North Dakota,2014-15,90.9,10017,99.9,,,Census
Polio,,States,Ohio,2014-15,92.5,149080,91,,,Census (public); Voluntary response (private)
Polio,,States,Oklahoma,2014-15,90.4,56967,95.9,‡,,Census
Polio,,States,Oregon,2014-15,94.0,46229,100,*.‡,,Census
Polio,,States,Pennsylvania,2014-15,97.0,146378,98.3,‡,,Census
Polio,,National,United States,2014-15,94.4,,,,,NaN
Polio,,States,Rhode Island,2014-15,96.2,11163,98.9,‡,,Census
Polio,,States,South Carolina,2014-15,97.7,62864,12.2,,,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2014-15,96.8,12008,100,*,,Census
Polio,,States,Tennessee,2014-15,95.1,78276,100,≥. *,,Census
Polio,,States,Texas,2014-15,97.3,406099,98.3,‡,,Census (public); Voluntary response (private)
Polio,,National,U.S. Median,2014-15,94.8,,,,,NaN
