reporting_area,pox_cases,pox_deaths,case_year,Vaccine/Exemption,Dose,Geography Type,geography,School Year,Estimate (%),Population Size,Percent Surveyed,Number of Exemptions,Survey Type,Year
Rhode Island,52,0,2016,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2016-17,94.8,11100.00,98.4,,Census,2016
Rhode Island,52,0,2016,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2016-17,94.8,11100.00,98.4,,Census,2016
Rhode Island,52,0,2016,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2016-17,94.8,11100.00,98.4,,Census,2016
Colorado,269,1,2018,"Varicella, unknown disease history",2 Doses,States,Colorado,2018-19,86.5,64191.00,100,,Census,2018
Colorado,269,1,2018,"Varicella, unknown disease history",2 Doses,States,Colorado,2018-19,86.5,64191.00,100,,Census,2018
Colorado,269,1,2018,"Varicella, unknown disease history",2 Doses,States,Colorado,2018-19,86.5,64191.00,100,,Census,2018
Colorado,269,1,2018,"Varicella, unknown disease history",2 Doses,States,Colorado,2018-19,86.5,64191.00,100,,Census,2018
South Carolina,185,0,2016,"Varicella, unknown disease history",2 Doses,States,South Carolina,2016-17,95.7,59177.00,8.9,,Stratified 1-stage cluster sample,2016
South Carolina,185,0,2016,"Varicella, unknown disease history",2 Doses,States,South Carolina,2016-17,95.7,59177.00,8.9,,Stratified 1-stage cluster sample,2016
South Carolina,185,0,2016,"Varicella, unknown disease history",2 Doses,States,South Carolina,2016-17,95.7,59177.00,8.9,,Stratified 1-stage cluster sample,2016
South Carolina,185,0,2016,"Varicella, unknown disease history",2 Doses,States,South Carolina,2016-17,95.7,59177.00,8.9,,Stratified 1-stage cluster sample,2016
South Dakota,32,0,2016,"Varicella, unknown disease history",2 Doses,States,South Dakota,2016-17,95.4,12106.00,99.8,,Census,2016
South Dakota,32,0,2016,"Varicella, unknown disease history",2 Doses,States,South Dakota,2016-17,95.4,12106.00,99.8,,Census,2016
South Dakota,32,0,2016,"Varicella, unknown disease history",2 Doses,States,South Dakota,2016-17,95.4,12106.00,99.8,,Census,2016
South Dakota,32,0,2016,"Varicella, unknown disease history",2 Doses,States,South Dakota,2016-17,95.4,12106.00,99.8,,Census,2016
Tennessee,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Tennessee,2016-17,96.7,78169.00,100,,Census,2016
Tennessee,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Tennessee,2016-17,96.7,78169.00,100,,Census,2016
Tennessee,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Tennessee,2016-17,96.7,78169.00,100,,Census,2016
Tennessee,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Tennessee,2016-17,96.7,78169.00,100,,Census,2016
Texas,1341,0,2016,"Varicella, unknown disease history",2 Doses,States,Texas,2016-17,96.6,389999.00,99,,Census,2016
Texas,1341,0,2016,"Varicella, unknown disease history",2 Doses,States,Texas,2016-17,96.6,389999.00,99,,Census,2016
Texas,1341,0,2016,"Varicella, unknown disease history",2 Doses,States,Texas,2016-17,96.6,389999.00,99,,Census,2016
Texas,1341,0,2016,"Varicella, unknown disease history",2 Doses,States,Texas,2016-17,96.6,389999.00,99,,Census,2016
Utah,229,0,2016,"Varicella, unknown disease history",2 Doses,States,Utah,2016-17,94.6,49073.00,100,,Census,2016
Utah,229,0,2016,"Varicella, unknown disease history",2 Doses,States,Utah,2016-17,94.6,49073.00,100,,Census,2016
Utah,229,0,2016,"Varicella, unknown disease history",2 Doses,States,Utah,2016-17,94.6,49073.00,100,,Census,2016
Utah,229,0,2016,"Varicella, unknown disease history",2 Doses,States,Utah,2016-17,94.6,49073.00,100,,Census,2016
Vermont,50,0,2016,"Varicella, unknown disease history",2 Doses,States,Vermont,2016-17,92.5,6344.00,100,,Census,2016
Vermont,50,0,2016,"Varicella, unknown disease history",2 Doses,States,Vermont,2016-17,92.5,6344.00,100,,Census,2016
Vermont,50,0,2016,"Varicella, unknown disease history",2 Doses,States,Vermont,2016-17,92.5,6344.00,100,,Census,2016
Vermont,50,0,2016,"Varicella, unknown disease history",2 Doses,States,Vermont,2016-17,92.5,6344.00,100,,Census,2016
Virginia,284,N,2016,"Varicella, unknown disease history",2 Doses,States,Virginia,2016-17,92.7,102357.00,4,,Stratified 2-stage cluster sample,2016
Virginia,284,N,2016,"Varicella, unknown disease history",2 Doses,States,Virginia,2016-17,92.7,102357.00,4,,Stratified 2-stage cluster sample,2016
Virginia,284,N,2016,"Varicella, unknown disease history",2 Doses,States,Virginia,2016-17,92.7,102357.00,4,,Stratified 2-stage cluster sample,2016
Virginia,284,N,2016,"Varicella, unknown disease history",2 Doses,States,Virginia,2016-17,92.7,102357.00,4,,Stratified 2-stage cluster sample,2016
Washington,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Washington,2016-17,89.3,87142.00,98.2,,Census,2016
Washington,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Washington,2016-17,89.3,87142.00,98.2,,Census,2016
Washington,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Washington,2016-17,89.3,87142.00,98.2,,Census,2016
Washington,N,0,2016,"Varicella, unknown disease history",2 Doses,States,Washington,2016-17,89.3,87142.00,98.2,,Census,2016
West Virginia,N,0,2016,"Varicella, unknown disease history",2 Doses,States,West Virginia,2016-17,92.6,28666.00,66.5,,Census (public). voluntary response (private),2016
West Virginia,N,0,2016,"Varicella, unknown disease history",2 Doses,States,West Virginia,2016-17,92.6,28666.00,66.5,,Census (public). voluntary response (private),2016
West Virginia,N,0,2016,"Varicella, unknown disease history",2 Doses,States,West Virginia,2016-17,92.6,28666.00,66.5,,Census (public). voluntary response (private),2016
West Virginia,N,0,2016,"Varicella, unknown disease history",2 Doses,States,West Virginia,2016-17,92.6,28666.00,66.5,,Census (public). voluntary response (private),2016
Wisconsin,390,0,2016,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2016-17,92.8,67607.00,2.2,,Stratified 2-stage cluster sample,2016
Wisconsin,390,0,2016,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2016-17,92.8,67607.00,2.2,,Stratified 2-stage cluster sample,2016
Wisconsin,390,0,2016,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2016-17,92.8,67607.00,2.2,,Stratified 2-stage cluster sample,2016
Wisconsin,390,0,2016,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2016-17,92.8,67607.00,2.2,,Stratified 2-stage cluster sample,2016
Wyoming,14,N,2016,"Varicella, unknown disease history",2 Doses,States,Wyoming,2016-17,,,,,Not conducted,2016
Wyoming,14,N,2016,"Varicella, unknown disease history",2 Doses,States,Wyoming,2016-17,,,,,Not conducted,2016
Wyoming,14,N,2016,"Varicella, unknown disease history",2 Doses,States,Wyoming,2016-17,,,,,Not conducted,2016
Wyoming,14,N,2016,"Varicella, unknown disease history",2 Doses,States,Wyoming,2016-17,,,,,Not conducted,2016
Alaska,45,0,2017,"Varicella, unknown disease history",2 Doses,States,Alaska,2017-18,91.3,9692.00,84.4,,Stratified 2-stage cluster sample,2017
Alaska,45,0,2017,"Varicella, unknown disease history",2 Doses,States,Alaska,2017-18,91.3,9692.00,84.4,,Stratified 2-stage cluster sample,2017
Alaska,45,0,2017,"Varicella, unknown disease history",2 Doses,States,Alaska,2017-18,91.3,9692.00,84.4,,Stratified 2-stage cluster sample,2017
Alaska,45,0,2017,"Varicella, unknown disease history",2 Doses,States,Alaska,2017-18,91.3,9692.00,84.4,,Stratified 2-stage cluster sample,2017
Arkansas,136,0,2017,"Varicella, unknown disease history",2 Doses,States,Arkansas,2017-18,91.6,39630.00,95.4,,Census ,2017
Arkansas,136,0,2017,"Varicella, unknown disease history",2 Doses,States,Arkansas,2017-18,91.6,39630.00,95.4,,Census ,2017
Arkansas,136,0,2017,"Varicella, unknown disease history",2 Doses,States,Arkansas,2017-18,91.6,39630.00,95.4,,Census ,2017
Arkansas,136,0,2017,"Varicella, unknown disease history",2 Doses,States,Arkansas,2017-18,91.6,39630.00,95.4,,Census ,2017
Colorado,272,0,2017,"Varicella, unknown disease history",2 Doses,States,Colorado,2017-18,87.7,65718.00,100,,Census,2017
Colorado,272,0,2017,"Varicella, unknown disease history",2 Doses,States,Colorado,2017-18,87.7,65718.00,100,,Census,2017
Colorado,272,0,2017,"Varicella, unknown disease history",2 Doses,States,Colorado,2017-18,87.7,65718.00,100,,Census,2017
Colorado,272,0,2017,"Varicella, unknown disease history",2 Doses,States,Colorado,2017-18,87.7,65718.00,100,,Census,2017
Connecticut,111,1,2017,"Varicella, unknown disease history",2 Doses,States,Connecticut,2017-18,96.3,39174.00,100,,Census,2017
Connecticut,111,1,2017,"Varicella, unknown disease history",2 Doses,States,Connecticut,2017-18,96.3,39174.00,100,,Census,2017
Connecticut,111,1,2017,"Varicella, unknown disease history",2 Doses,States,Connecticut,2017-18,96.3,39174.00,100,,Census,2017
Connecticut,111,1,2017,"Varicella, unknown disease history",2 Doses,States,Connecticut,2017-18,96.3,39174.00,100,,Census,2017
Delaware,22,0,2017,"Varicella, unknown disease history",2 Doses,States,Delaware,2017-18,96.7,10988.00,9.5,,Stratified 2-stage cluster sample,2017
Delaware,22,0,2017,"Varicella, unknown disease history",2 Doses,States,Delaware,2017-18,96.7,10988.00,9.5,,Stratified 2-stage cluster sample,2017
Delaware,22,0,2017,"Varicella, unknown disease history",2 Doses,States,Delaware,2017-18,96.7,10988.00,9.5,,Stratified 2-stage cluster sample,2017
Delaware,22,0,2017,"Varicella, unknown disease history",2 Doses,States,Delaware,2017-18,96.7,10988.00,9.5,,Stratified 2-stage cluster sample,2017
Florida,656,0,2017,"Varicella, unknown disease history",2 Doses,States,Florida,2017-18,93.7,222397.00,100,,Census,2017
Florida,656,0,2017,"Varicella, unknown disease history",2 Doses,States,Florida,2017-18,93.7,222397.00,100,,Census,2017
Florida,656,0,2017,"Varicella, unknown disease history",2 Doses,States,Florida,2017-18,93.7,222397.00,100,,Census,2017
Florida,656,0,2017,"Varicella, unknown disease history",2 Doses,States,Florida,2017-18,93.7,222397.00,100,,Census,2017
Georgia,240,0,2017,"Varicella, unknown disease history",2 Doses,States,Georgia,2017-18,93.4,131459.00,100,,Census,2017
Georgia,240,0,2017,"Varicella, unknown disease history",2 Doses,States,Georgia,2017-18,93.4,131459.00,100,,Census,2017
Georgia,240,0,2017,"Varicella, unknown disease history",2 Doses,States,Georgia,2017-18,93.4,131459.00,100,,Census,2017
Georgia,240,0,2017,"Varicella, unknown disease history",2 Doses,States,Georgia,2017-18,93.4,131459.00,100,,Census,2017
Idaho,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Idaho,2017-18,88.6,22553.00,99,,Census,2017
Idaho,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Idaho,2017-18,88.6,22553.00,99,,Census,2017
Idaho,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Idaho,2017-18,88.6,22553.00,99,,Census,2017
Idaho,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Idaho,2017-18,88.6,22553.00,99,,Census,2017
Illinois,412,0,2017,"Varicella, unknown disease history",2 Doses,States,Illinois,2017-18,94.8,144858.00,100,,Census,2017
Illinois,412,0,2017,"Varicella, unknown disease history",2 Doses,States,Illinois,2017-18,94.8,144858.00,100,,Census,2017
Illinois,412,0,2017,"Varicella, unknown disease history",2 Doses,States,Illinois,2017-18,94.8,144858.00,100,,Census,2017
Illinois,412,0,2017,"Varicella, unknown disease history",2 Doses,States,Illinois,2017-18,94.8,144858.00,100,,Census,2017
Indiana,236,0,2017,"Varicella, unknown disease history",2 Doses,States,Indiana,2017-18,90.2,84296.00,96.4,,Voluntary Response,2017
Indiana,236,0,2017,"Varicella, unknown disease history",2 Doses,States,Indiana,2017-18,90.2,84296.00,96.4,,Voluntary Response,2017
Indiana,236,0,2017,"Varicella, unknown disease history",2 Doses,States,Indiana,2017-18,90.2,84296.00,96.4,,Voluntary Response,2017
Indiana,236,0,2017,"Varicella, unknown disease history",2 Doses,States,Indiana,2017-18,90.2,84296.00,96.4,,Voluntary Response,2017
Iowa,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Iowa,2017-18,93,39632.00,100,,Census,2017
Iowa,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Iowa,2017-18,93,39632.00,100,,Census,2017
Iowa,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Iowa,2017-18,93,39632.00,100,,Census,2017
Iowa,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Iowa,2017-18,93,39632.00,100,,Census,2017
Kansas,156,0,2017,"Varicella, unknown disease history",2 Doses,States,Kansas,2017-18,88.3,38484.00,23.1,,Stratified 2-stage cluster sample,2017
Kansas,156,0,2017,"Varicella, unknown disease history",2 Doses,States,Kansas,2017-18,88.3,38484.00,23.1,,Stratified 2-stage cluster sample,2017
Kansas,156,0,2017,"Varicella, unknown disease history",2 Doses,States,Kansas,2017-18,88.3,38484.00,23.1,,Stratified 2-stage cluster sample,2017
Kansas,156,0,2017,"Varicella, unknown disease history",2 Doses,States,Kansas,2017-18,88.3,38484.00,23.1,,Stratified 2-stage cluster sample,2017
Kentucky,15,0,2017,"Varicella, unknown disease history",2 Doses,States,Kentucky,2017-18,91.7,55152.00,99,,Census,2017
Kentucky,15,0,2017,"Varicella, unknown disease history",2 Doses,States,Kentucky,2017-18,91.7,55152.00,99,,Census,2017
Kentucky,15,0,2017,"Varicella, unknown disease history",2 Doses,States,Kentucky,2017-18,91.7,55152.00,99,,Census,2017
Kentucky,15,0,2017,"Varicella, unknown disease history",2 Doses,States,Kentucky,2017-18,91.7,55152.00,99,,Census,2017
Louisiana,59,0,2017,"Varicella, unknown disease history",2 Doses,States,Louisiana,2017-18,95.6,58277.00,100,,Census,2017
Louisiana,59,0,2017,"Varicella, unknown disease history",2 Doses,States,Louisiana,2017-18,95.6,58277.00,100,,Census,2017
Louisiana,59,0,2017,"Varicella, unknown disease history",2 Doses,States,Louisiana,2017-18,95.6,58277.00,100,,Census,2017
Louisiana,59,0,2017,"Varicella, unknown disease history",2 Doses,States,Louisiana,2017-18,95.6,58277.00,100,,Census,2017
Maryland,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Maryland,2017-18,97.5,68528.00,98.5,,Census,2017
Maryland,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Maryland,2017-18,97.5,68528.00,98.5,,Census,2017
Maryland,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Maryland,2017-18,97.5,68528.00,98.5,,Census,2017
Maryland,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Maryland,2017-18,97.5,68528.00,98.5,,Census,2017
Massachusetts,386,0,2017,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2017-18,96,63377.00,100,,Census,2017
Massachusetts,386,0,2017,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2017-18,96,63377.00,100,,Census,2017
Massachusetts,386,0,2017,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2017-18,96,63377.00,100,,Census,2017
Massachusetts,386,0,2017,"Varicella, unknown disease history",2 Doses,States,Massachusetts,2017-18,96,63377.00,100,,Census,2017
Michigan,542,0,2017,"Varicella, unknown disease history",2 Doses,States,Michigan,2017-18,94.7,119028.00,100,,Census,2017
Michigan,542,0,2017,"Varicella, unknown disease history",2 Doses,States,Michigan,2017-18,94.7,119028.00,100,,Census,2017
Michigan,542,0,2017,"Varicella, unknown disease history",2 Doses,States,Michigan,2017-18,94.7,119028.00,100,,Census,2017
Michigan,542,0,2017,"Varicella, unknown disease history",2 Doses,States,Michigan,2017-18,94.7,119028.00,100,,Census,2017
Minnesota,432,0,2017,"Varicella, unknown disease history",2 Doses,States,Minnesota,2017-18,92.2,69807.00,98.1,,Census,2017
Minnesota,432,0,2017,"Varicella, unknown disease history",2 Doses,States,Minnesota,2017-18,92.2,69807.00,98.1,,Census,2017
Minnesota,432,0,2017,"Varicella, unknown disease history",2 Doses,States,Minnesota,2017-18,92.2,69807.00,98.1,,Census,2017
Minnesota,432,0,2017,"Varicella, unknown disease history",2 Doses,States,Minnesota,2017-18,92.2,69807.00,98.1,,Census,2017
Mississippi,9,0,2017,"Varicella, unknown disease history",2 Doses,States,Mississippi,2017-18,99.4,39284.00,100,,Census,2017
Mississippi,9,0,2017,"Varicella, unknown disease history",2 Doses,States,Mississippi,2017-18,99.4,39284.00,100,,Census,2017
Mississippi,9,0,2017,"Varicella, unknown disease history",2 Doses,States,Mississippi,2017-18,99.4,39284.00,100,,Census,2017
Mississippi,9,0,2017,"Varicella, unknown disease history",2 Doses,States,Mississippi,2017-18,99.4,39284.00,100,,Census,2017
Missouri,196,0,2017,"Varicella, unknown disease history",2 Doses,States,Missouri,2017-18,95,73113.00,100,,Census,2017
Missouri,196,0,2017,"Varicella, unknown disease history",2 Doses,States,Missouri,2017-18,95,73113.00,100,,Census,2017
Missouri,196,0,2017,"Varicella, unknown disease history",2 Doses,States,Missouri,2017-18,95,73113.00,100,,Census,2017
Missouri,196,0,2017,"Varicella, unknown disease history",2 Doses,States,Missouri,2017-18,95,73113.00,100,,Census,2017
Montana,54,0,2017,"Varicella, unknown disease history",2 Doses,States,Montana,2017-18,91.6,12188.00,100,,Census,2017
Montana,54,0,2017,"Varicella, unknown disease history",2 Doses,States,Montana,2017-18,91.6,12188.00,100,,Census,2017
Montana,54,0,2017,"Varicella, unknown disease history",2 Doses,States,Montana,2017-18,91.6,12188.00,100,,Census,2017
Montana,54,0,2017,"Varicella, unknown disease history",2 Doses,States,Montana,2017-18,91.6,12188.00,100,,Census,2017
Nebraska,37,0,2017,"Varicella, unknown disease history",2 Doses,States,Nebraska,2017-18,95.5,26313.00,98.6,,Census,2017
Nebraska,37,0,2017,"Varicella, unknown disease history",2 Doses,States,Nebraska,2017-18,95.5,26313.00,98.6,,Census,2017
Nebraska,37,0,2017,"Varicella, unknown disease history",2 Doses,States,Nebraska,2017-18,95.5,26313.00,98.6,,Census,2017
Nebraska,37,0,2017,"Varicella, unknown disease history",2 Doses,States,Nebraska,2017-18,95.5,26313.00,98.6,,Census,2017
Nevada,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Nevada,2017-18,92.6,37178.00,4.8,,Stratified 2-stage cluster sample,2017
Nevada,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Nevada,2017-18,92.6,37178.00,4.8,,Stratified 2-stage cluster sample,2017
Nevada,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Nevada,2017-18,92.6,37178.00,4.8,,Stratified 2-stage cluster sample,2017
Nevada,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Nevada,2017-18,92.6,37178.00,4.8,,Stratified 2-stage cluster sample,2017
New Hampshire,81,0,2017,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2017-18,92.4,12165.00,100,,Census,2017
New Hampshire,81,0,2017,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2017-18,92.4,12165.00,100,,Census,2017
New Hampshire,81,0,2017,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2017-18,92.4,12165.00,100,,Census,2017
New Hampshire,81,0,2017,"Varicella, unknown disease history",2 Doses,States,New Hampshire,2017-18,92.4,12165.00,100,,Census,2017
New Mexico,71,0,2017,"Varicella, unknown disease history",2 Doses,States,New Mexico,2017-18,94.5,26896.00,99.6,,Stratified 2-stage cluster sample,2017
New Mexico,71,0,2017,"Varicella, unknown disease history",2 Doses,States,New Mexico,2017-18,94.5,26896.00,99.6,,Stratified 2-stage cluster sample,2017
New Mexico,71,0,2017,"Varicella, unknown disease history",2 Doses,States,New Mexico,2017-18,94.5,26896.00,99.6,,Stratified 2-stage cluster sample,2017
New Mexico,71,0,2017,"Varicella, unknown disease history",2 Doses,States,New Mexico,2017-18,94.5,26896.00,99.6,,Stratified 2-stage cluster sample,2017
North Carolina,N,0,2017,"Varicella, unknown disease history",2 Doses,States,North Carolina,2017-18,96.8,127197.00,90.9,,Census,2017
North Carolina,N,0,2017,"Varicella, unknown disease history",2 Doses,States,North Carolina,2017-18,96.8,127197.00,90.9,,Census,2017
North Carolina,N,0,2017,"Varicella, unknown disease history",2 Doses,States,North Carolina,2017-18,96.8,127197.00,90.9,,Census,2017
North Carolina,N,0,2017,"Varicella, unknown disease history",2 Doses,States,North Carolina,2017-18,96.8,127197.00,90.9,,Census,2017
North Dakota,63,0,2017,"Varicella, unknown disease history",2 Doses,States,North Dakota,2017-18,93.9,10365.00,99.4,,Census,2017
North Dakota,63,0,2017,"Varicella, unknown disease history",2 Doses,States,North Dakota,2017-18,93.9,10365.00,99.4,,Census,2017
North Dakota,63,0,2017,"Varicella, unknown disease history",2 Doses,States,North Dakota,2017-18,93.9,10365.00,99.4,,Census,2017
North Dakota,63,0,2017,"Varicella, unknown disease history",2 Doses,States,North Dakota,2017-18,93.9,10365.00,99.4,,Census,2017
Ohio,448,0,2017,"Varicella, unknown disease history",2 Doses,States,Ohio,2017-18,91.5,138753.00,94.9,,Census,2017
Ohio,448,0,2017,"Varicella, unknown disease history",2 Doses,States,Ohio,2017-18,91.5,138753.00,94.9,,Census,2017
Ohio,448,0,2017,"Varicella, unknown disease history",2 Doses,States,Ohio,2017-18,91.5,138753.00,94.9,,Census,2017
Ohio,448,0,2017,"Varicella, unknown disease history",2 Doses,States,Ohio,2017-18,91.5,138753.00,94.9,,Census,2017
Pennsylvania,674,0,2017,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2017-18,97,141571.00,93.3,,Voluntary response,2017
Pennsylvania,674,0,2017,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2017-18,97,141571.00,93.3,,Voluntary response,2017
Pennsylvania,674,0,2017,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2017-18,97,141571.00,93.3,,Voluntary response,2017
Pennsylvania,674,0,2017,"Varicella, unknown disease history",2 Doses,States,Pennsylvania,2017-18,97,141571.00,93.3,,Voluntary response,2017
United States,8775,2,2017,"Varicella, unknown disease history",2 Doses,National,United States,2017-18,94.4,,,,,2017
United States,8775,2,2017,"Varicella, unknown disease history",2 Doses,National,United States,2017-18,94.4,,,,,2017
United States,8775,2,2017,"Varicella, unknown disease history",2 Doses,National,United States,2017-18,94.4,,,,,2017
United States,8775,2,2017,"Varicella, unknown disease history",2 Doses,National,United States,2017-18,94.4,,,,,2017
Rhode Island,74,0,2017,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2017-18,96,11025.00,100,,Census,2017
Rhode Island,74,0,2017,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2017-18,96,11025.00,100,,Census,2017
Rhode Island,74,0,2017,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2017-18,96,11025.00,100,,Census,2017
Rhode Island,74,0,2017,"Varicella, unknown disease history",2 Doses,States,Rhode Island,2017-18,96,11025.00,100,,Census,2017
South Carolina,147,0,2017,"Varicella, unknown disease history",2 Doses,States,South Carolina,2017-18,96.1,58458.00,27,,Stratified 1-stage cluster sample,2017
South Carolina,147,0,2017,"Varicella, unknown disease history",2 Doses,States,South Carolina,2017-18,96.1,58458.00,27,,Stratified 1-stage cluster sample,2017
South Carolina,147,0,2017,"Varicella, unknown disease history",2 Doses,States,South Carolina,2017-18,96.1,58458.00,27,,Stratified 1-stage cluster sample,2017
South Carolina,147,0,2017,"Varicella, unknown disease history",2 Doses,States,South Carolina,2017-18,96.1,58458.00,27,,Stratified 1-stage cluster sample,2017
South Dakota,24,0,2017,"Varicella, unknown disease history",2 Doses,States,South Dakota,2017-18,95.8,12125.00,99.9,,Census,2017
South Dakota,24,0,2017,"Varicella, unknown disease history",2 Doses,States,South Dakota,2017-18,95.8,12125.00,99.9,,Census,2017
South Dakota,24,0,2017,"Varicella, unknown disease history",2 Doses,States,South Dakota,2017-18,95.8,12125.00,99.9,,Census,2017
South Dakota,24,0,2017,"Varicella, unknown disease history",2 Doses,States,South Dakota,2017-18,95.8,12125.00,99.9,,Census,2017
Tennessee,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Tennessee,2017-18,96.8,78743.00,100,,Census,2017
Tennessee,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Tennessee,2017-18,96.8,78743.00,100,,Census,2017
Tennessee,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Tennessee,2017-18,96.8,78743.00,100,,Census,2017
Tennessee,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Tennessee,2017-18,96.8,78743.00,100,,Census,2017
Texas,1144,0,2017,"Varicella, unknown disease history",2 Doses,States,Texas,2017-18,96.4,387981.00,99.4,,Census,2017
Texas,1144,0,2017,"Varicella, unknown disease history",2 Doses,States,Texas,2017-18,96.4,387981.00,99.4,,Census,2017
Texas,1144,0,2017,"Varicella, unknown disease history",2 Doses,States,Texas,2017-18,96.4,387981.00,99.4,,Census,2017
Texas,1144,0,2017,"Varicella, unknown disease history",2 Doses,States,Texas,2017-18,96.4,387981.00,99.4,,Census,2017
Utah,253,0,2017,"Varicella, unknown disease history",2 Doses,States,Utah,2017-18,93.7,48827.00,100,,Census,2017
Utah,253,0,2017,"Varicella, unknown disease history",2 Doses,States,Utah,2017-18,93.7,48827.00,100,,Census,2017
Utah,253,0,2017,"Varicella, unknown disease history",2 Doses,States,Utah,2017-18,93.7,48827.00,100,,Census,2017
Utah,253,0,2017,"Varicella, unknown disease history",2 Doses,States,Utah,2017-18,93.7,48827.00,100,,Census,2017
Vermont,62,0,2017,"Varicella, unknown disease history",2 Doses,States,Vermont,2017-18,93.2,6255.00,100,,Census,2017
Vermont,62,0,2017,"Varicella, unknown disease history",2 Doses,States,Vermont,2017-18,93.2,6255.00,100,,Census,2017
Vermont,62,0,2017,"Varicella, unknown disease history",2 Doses,States,Vermont,2017-18,93.2,6255.00,100,,Census,2017
Vermont,62,0,2017,"Varicella, unknown disease history",2 Doses,States,Vermont,2017-18,93.2,6255.00,100,,Census,2017
Virginia,336,0,2017,"Varicella, unknown disease history",2 Doses,States,Virginia,2017-18,93.3,100581.00,4.4,,Stratified 2-stage cluster sample,2017
Virginia,336,0,2017,"Varicella, unknown disease history",2 Doses,States,Virginia,2017-18,93.3,100581.00,4.4,,Stratified 2-stage cluster sample,2017
Virginia,336,0,2017,"Varicella, unknown disease history",2 Doses,States,Virginia,2017-18,93.3,100581.00,4.4,,Stratified 2-stage cluster sample,2017
Virginia,336,0,2017,"Varicella, unknown disease history",2 Doses,States,Virginia,2017-18,93.3,100581.00,4.4,,Stratified 2-stage cluster sample,2017
Washington,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Washington,2017-18,89.4,85118.00,96.9,,Census,2017
Washington,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Washington,2017-18,89.4,85118.00,96.9,,Census,2017
Washington,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Washington,2017-18,89.4,85118.00,96.9,,Census,2017
Washington,N,0,2017,"Varicella, unknown disease history",2 Doses,States,Washington,2017-18,89.4,85118.00,96.9,,Census,2017
West Virginia,N,0,2017,"Varicella, unknown disease history",2 Doses,States,West Virginia,2017-18,98.1,19519.00,79.3,,Voluntary response,2017
West Virginia,N,0,2017,"Varicella, unknown disease history",2 Doses,States,West Virginia,2017-18,98.1,19519.00,79.3,,Voluntary response,2017
West Virginia,N,0,2017,"Varicella, unknown disease history",2 Doses,States,West Virginia,2017-18,98.1,19519.00,79.3,,Voluntary response,2017
West Virginia,N,0,2017,"Varicella, unknown disease history",2 Doses,States,West Virginia,2017-18,98.1,19519.00,79.3,,Voluntary response,2017
Wisconsin,286,0,2017,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2017-18,91.2,66178.00,2.3,,Stratified 2-stage cluster sample,2017
Wisconsin,286,0,2017,"Varicella, unknown disease history",2 Doses,States,Wisconsin,2017-18,91.2,66178.00,2.3,,Stratified 2-stage cluster sample,2017
